,artist,track,energy,valence,preview_url
4635,DJ Phiene,Thump Thump Da Box,810.0,700.0,https://p.scdn.co/mp3-preview/331b3c72b68d962fbe60a913435074e434a369a0?cid=783e5bc2e5034e4daea6385e965c1e1f
4636,Hanoi Rocks,Mental Beat - Live at the Marquee,780.0,760.0,https://p.scdn.co/mp3-preview/89c110344fbcf6109ee6ce04a638fcffa5579370?cid=783e5bc2e5034e4daea6385e965c1e1f
4637,Max Stalling,Scars and Souvenirs Intro,410.0,690.0,https://p.scdn.co/mp3-preview/09dba39e9fa26c0b27a95b771526905675d864a0?cid=783e5bc2e5034e4daea6385e965c1e1f
4638,6cyclemind,Talkin' Bout A Revolution,290.0,340.0,https://p.scdn.co/mp3-preview/1a59959a2e5fbe6a6261fbc1c5ec9ce977b68ce4?cid=783e5bc2e5034e4daea6385e965c1e1f
4640,Shriekback,Squanderer,880.0,580.0,https://p.scdn.co/mp3-preview/6127175eb5413a8969d4220cbb85cdde59a8e1d9?cid=783e5bc2e5034e4daea6385e965c1e1f
4641,Solas,Lament for Frankie,90.0,90.0,https://p.scdn.co/mp3-preview/7a65fef1df00a642950eb682ad21d263592b4b7e?cid=783e5bc2e5034e4daea6385e965c1e1f
4642,Dora The Explorer,Boots The Monkey!,540.0,860.0,https://p.scdn.co/mp3-preview/b8aa741c990f5c0739359df13e96ae47482ed4b9?cid=783e5bc2e5034e4daea6385e965c1e1f
4643,Russell Malone,Sugar Buzz,490.0,720.0,https://p.scdn.co/mp3-preview/086a493e2c0b67b7ceb47330367e0ed526325dd0?cid=783e5bc2e5034e4daea6385e965c1e1f
4646,Diego Vasallo,Dos imposibles,570.0,300.0,https://p.scdn.co/mp3-preview/2b8daef189db342ba5216c3a0b6d2c8e749549a6?cid=783e5bc2e5034e4daea6385e965c1e1f
4647,Grandmaster Flash & The Furious Five,The King,420.0,730.0,https://p.scdn.co/mp3-preview/22d229718e860e3a4c1595d21bacd255be9213a6?cid=783e5bc2e5034e4daea6385e965c1e1f
4648,The Jordanaires,Games People Play,720.0,750.0,https://p.scdn.co/mp3-preview/8756c97e76e13e6d4c6b8371d32b8e1c6f1e5bac?cid=783e5bc2e5034e4daea6385e965c1e1f
4650,Estrellas Cubanas,Fiel Enamorado,710.0,780.0,https://p.scdn.co/mp3-preview/b284b3df731c51b7873edc09979be13e432d6431?cid=783e5bc2e5034e4daea6385e965c1e1f
4651,Joell Ortiz,Warfare,850.0,600.0,https://p.scdn.co/mp3-preview/d92979ad992925ca9e0e86dc3a354bb5f7637ef3?cid=783e5bc2e5034e4daea6385e965c1e1f
4652,Nik & Jay,Gir dig mer,700.0,730.0,https://p.scdn.co/mp3-preview/baddafa50f0c8159fce036c3e68d5669a9df6f35?cid=783e5bc2e5034e4daea6385e965c1e1f
4653,Ayo Breeze,One of These Days,800.0,480.0,https://p.scdn.co/mp3-preview/f2a8602e4f0a44c82e9d4690d653770294b0b56c?cid=783e5bc2e5034e4daea6385e965c1e1f
4654,Stern,Ouverture,510.0,560.0,https://p.scdn.co/mp3-preview/a4f110161735d91eb2cf133f31e832cb213c0304?cid=783e5bc2e5034e4daea6385e965c1e1f
4655,Blind Blake,Dry Bone Shuffle,610.0,960.0,https://p.scdn.co/mp3-preview/dabf252142027e17e73417457df69add427708c7?cid=783e5bc2e5034e4daea6385e965c1e1f
4658,Andy & Lucas,Dame un Besito (Version Salsa),740.0,960.0,https://p.scdn.co/mp3-preview/7ff5a24e7aaaa8af845a9ef8ba213b6200224be5?cid=783e5bc2e5034e4daea6385e965c1e1f
4659,The Fray,She Is,820.0,470.0,https://p.scdn.co/mp3-preview/3278cac8c801ab39b183300d3ef68f786edccc6a?cid=783e5bc2e5034e4daea6385e965c1e1f
4661,Trafik,Le Beeatch,350.0,800.0,https://p.scdn.co/mp3-preview/cff88ec1345d7ea95eacfb7de81c2a362f666c46?cid=783e5bc2e5034e4daea6385e965c1e1f
4663,Gus Viseur,Quinze mai,410.0,880.0,https://p.scdn.co/mp3-preview/9f83f5aad5047b1a892a0dc7170f23b10ceb9597?cid=783e5bc2e5034e4daea6385e965c1e1f
4664,Gran Coquivacoa,La Gaita Pueblera,720.0,980.0,https://p.scdn.co/mp3-preview/29eecb053ab056cf3da9d7d46c212e7cd0a0cecf?cid=783e5bc2e5034e4daea6385e965c1e1f
4665,Thomas Battenstein,Plage De Belle Maison - Île D'yeu-Suite,60.0,200.0,https://p.scdn.co/mp3-preview/729a3c3f6cbc4875187ad979865197a8c11d3f4e?cid=783e5bc2e5034e4daea6385e965c1e1f
4667,Rockit,Stuck On Rewind,460.0,340.0,https://p.scdn.co/mp3-preview/ab20e33e25930c02798c5b1b919f36bc4f1ed3df?cid=783e5bc2e5034e4daea6385e965c1e1f
4668,KRS-One,Freestyle Ministry - Server Verbals,840.0,860.0,https://p.scdn.co/mp3-preview/542e2a3ee3d08f8e9ce2472ed70c577b238cf85a?cid=783e5bc2e5034e4daea6385e965c1e1f
4669,Lorna,He Dreams Of Spaceships,500.0,570.0,https://p.scdn.co/mp3-preview/5a4a17231597d14531effd26627bfae4fe145266?cid=783e5bc2e5034e4daea6385e965c1e1f
4670,Various Artists,Moving On,340.0,40.0,https://p.scdn.co/mp3-preview/c1f0a095f89541f69e72a0cfe4b08936bf517614?cid=783e5bc2e5034e4daea6385e965c1e1f
4672,Call To Preserve,Open your Eyes,1000.0,170.0,https://p.scdn.co/mp3-preview/06fdd24c70962a71d279b36642a5e0ef7ba55169?cid=783e5bc2e5034e4daea6385e965c1e1f
4673,Birds Of Prey,To My Victim's Families,990.0,300.0,https://p.scdn.co/mp3-preview/934597e1ac5087676cec1cde9b39a0fde8c73c3d?cid=783e5bc2e5034e4daea6385e965c1e1f
4675,David & Steve Gordon,Evenglow,120.0,260.0,https://p.scdn.co/mp3-preview/ee26cfe8d951f05928cbedbf6392c24c4c6dcc97?cid=783e5bc2e5034e4daea6385e965c1e1f
4676,Washboard Sam,Big Woman,300.0,860.0,https://p.scdn.co/mp3-preview/cb7d1e227083a5348a3d011d1423785c37a67898?cid=783e5bc2e5034e4daea6385e965c1e1f
4679,Various Artists,Somebody Changed the Lock,130.0,760.0,https://p.scdn.co/mp3-preview/b0dc3a1890a092fc01ce98caf50086d0bfd15480?cid=783e5bc2e5034e4daea6385e965c1e1f
4680,Memphis Minnie,My Butcher Man,90.0,540.0,https://p.scdn.co/mp3-preview/830c004860c1723a6c1692a8f40235dfab0c197f?cid=783e5bc2e5034e4daea6385e965c1e1f
4682,Billy Higgins,Peace,380.0,790.0,https://p.scdn.co/mp3-preview/3e95ed4590cfdd4afe47169d945b141d2096b256?cid=783e5bc2e5034e4daea6385e965c1e1f
4683,Army Of The Pharaohs,Listen Up,730.0,780.0,https://p.scdn.co/mp3-preview/b29f97fe5367a8db45dff287579697955bc7db2b?cid=783e5bc2e5034e4daea6385e965c1e1f
4684,Smokin' Joe Kubek & Bnois King,Tell Me Why,740.0,700.0,https://p.scdn.co/mp3-preview/9674e4e9498d78aa4620a8b92199b5902210e37b?cid=783e5bc2e5034e4daea6385e965c1e1f
4685,Various Artists,The Everlasting Gaze - A Static Lullaby,900.0,350.0,https://p.scdn.co/mp3-preview/ce805d102e9a93a0b7c523fd3f94d8c0938b67c1?cid=783e5bc2e5034e4daea6385e965c1e1f
4686,Phantom Planet,After Hours,800.0,550.0,https://p.scdn.co/mp3-preview/1693ad782e327405f761dd0cafb50be2be705d64?cid=783e5bc2e5034e4daea6385e965c1e1f
4688,Pegy Zina,Psihi Mou Moni,660.0,740.0,https://p.scdn.co/mp3-preview/7a6e7d7f0722268918217164099c53f96672db07?cid=783e5bc2e5034e4daea6385e965c1e1f
4689,The Shangri-Las,So Much In Love - Live / Version 1,280.0,620.0,https://p.scdn.co/mp3-preview/c205a60cf4bfe9f2f431b667d1e9ce81c26315ec?cid=783e5bc2e5034e4daea6385e965c1e1f
4690,DJ Deeon,Rubber Track,980.0,750.0,https://p.scdn.co/mp3-preview/e27503def285ea1f07dd3f72dff1124a9452e18d?cid=783e5bc2e5034e4daea6385e965c1e1f
4691,Suicide,Night Time,710.0,210.0,https://p.scdn.co/mp3-preview/536025178766c93f97f9966cd484b2972aab6984?cid=783e5bc2e5034e4daea6385e965c1e1f
4692,Various Artists,Juliet,260.0,230.0,https://p.scdn.co/mp3-preview/ab09f2cc50c15e6d10416d0eb89ee32a2e5f42c0?cid=783e5bc2e5034e4daea6385e965c1e1f
4693,Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere? - 2011 Remastered Version,150.0,150.0,https://p.scdn.co/mp3-preview/4ac8c1abe273d61a9c3f607edccc28a6357fca92?cid=783e5bc2e5034e4daea6385e965c1e1f
4695,Jimmie Davis,It Makes No Difference Now,310.0,810.0,https://p.scdn.co/mp3-preview/bb55a2650c0758b1526a77036386a645968f7ea5?cid=783e5bc2e5034e4daea6385e965c1e1f
4696,Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),710.0,700.0,https://p.scdn.co/mp3-preview/e7a9f1a8a6f3b9b39add425769bb277ec99f4788?cid=783e5bc2e5034e4daea6385e965c1e1f
4697,Les Ogres De Barback,Femme du guerrier - Chant,350.0,750.0,https://p.scdn.co/mp3-preview/da0498254a00ff02723900a8abac97176cc25722?cid=783e5bc2e5034e4daea6385e965c1e1f
4698,Anne Dudley,Victims of the Occupation,140.0,40.0,https://p.scdn.co/mp3-preview/6a970acde35faf0fc01e6cc7bcf3b3f3284ca0d1?cid=783e5bc2e5034e4daea6385e965c1e1f
4699,Various Artists,Close To The Well,660.0,640.0,https://p.scdn.co/mp3-preview/30a8a368cdf4694735f8cb05175b502aade03123?cid=783e5bc2e5034e4daea6385e965c1e1f
4700,Sofia Karlsson,Andra sidan,140.0,440.0,https://p.scdn.co/mp3-preview/509faa400ffc0b0e16292754bf80df4e566892b8?cid=783e5bc2e5034e4daea6385e965c1e1f
4701,Uriah Heep,Falling In Love,840.0,770.0,https://p.scdn.co/mp3-preview/2bfd24eaf23843a8eaaf1fd4cf7bfdeec9488ec5?cid=783e5bc2e5034e4daea6385e965c1e1f
4702,Eric Burdon,Leò S Place,710.0,710.0,https://p.scdn.co/mp3-preview/5556958661df3e97de93381c8ad05c264877dce3?cid=783e5bc2e5034e4daea6385e965c1e1f
4703,Pre,Greasers,980.0,80.0,https://p.scdn.co/mp3-preview/86dd1e510a199a2756f99a2084e0765bc932b665?cid=783e5bc2e5034e4daea6385e965c1e1f
4704,Lyrics Born,Stop Complaining / Remix / Jam,830.0,470.0,https://p.scdn.co/mp3-preview/ab08419f6cea59c82ad92c299feab8d750f4c593?cid=783e5bc2e5034e4daea6385e965c1e1f
4705,Chaotica,Hypergasm,870.0,860.0,https://p.scdn.co/mp3-preview/d08ae371b96d552adad0d1e07d8549b88c05bbd4?cid=783e5bc2e5034e4daea6385e965c1e1f
4706,Remmy Ongala,Pamella,650.0,920.0,https://p.scdn.co/mp3-preview/c3dd48556e8623d8d5e50b756625763d5ade0aa7?cid=783e5bc2e5034e4daea6385e965c1e1f
4707,Carl Crack,Sonnenfreunde,980.0,20.0,https://p.scdn.co/mp3-preview/7da9c1cd64ac8a46d9eacaf891e597e695bf5216?cid=783e5bc2e5034e4daea6385e965c1e1f
4708,Parachute Band,Thine Is the Kingdom,610.0,180.0,https://p.scdn.co/mp3-preview/eb75535f877f2c63cb4dfea1ec100c5c6bbb8722?cid=783e5bc2e5034e4daea6385e965c1e1f
4709,Michael Stanley Band,He Can't Love You (Remastered),880.0,850.0,https://p.scdn.co/mp3-preview/883ee9fc8c4c3b08f5c882399c933389fed2e27f?cid=783e5bc2e5034e4daea6385e965c1e1f
4710,Hunters,Ho Sake To,910.0,940.0,https://p.scdn.co/mp3-preview/f72008b84325db8622cb280014f39e6ae0584b43?cid=783e5bc2e5034e4daea6385e965c1e1f
4711,Jason & the Scorchers,Mother of Greed,790.0,460.0,https://p.scdn.co/mp3-preview/0bcc7471e48815e0769bdc2c16f2e215e566654a?cid=783e5bc2e5034e4daea6385e965c1e1f
4712,Greater Vision,I Was Blind But Now I See,630.0,770.0,https://p.scdn.co/mp3-preview/d2a20d98de75fdf7a3fdacdfc6e705c97b13df60?cid=783e5bc2e5034e4daea6385e965c1e1f
4714,Bill Murk,Amazing Grace,410.0,90.0,https://p.scdn.co/mp3-preview/2b584e1386df28d12c7f328e66706f8f8aaa5b08?cid=783e5bc2e5034e4daea6385e965c1e1f
4716,Jimmy McCracklin,Street Loafin' Woman,260.0,660.0,https://p.scdn.co/mp3-preview/bed54e5b11a97376c09984cd8d1b9f75f3d0aedc?cid=783e5bc2e5034e4daea6385e965c1e1f
4718,Daniel Johnston,Rock Around The Christmas Tree,680.0,410.0,https://p.scdn.co/mp3-preview/95986f472fdda721ca66d935225fcf07aed7aade?cid=783e5bc2e5034e4daea6385e965c1e1f
4719,Mister Ries,So It Goes,450.0,40.0,https://p.scdn.co/mp3-preview/6ba8a2468e0c290d5fbdeb7504761abc265dd760?cid=783e5bc2e5034e4daea6385e965c1e1f
4722,Ill Harmonics,Contagious,640.0,420.0,https://p.scdn.co/mp3-preview/0a182370da2b4372ef12a215e7cd642f1f44793f?cid=783e5bc2e5034e4daea6385e965c1e1f
4724,Set Your Goals,summer jam,990.0,440.0,https://p.scdn.co/mp3-preview/70d18ac8e83d5d3b2749896778c33d64a4b0da82?cid=783e5bc2e5034e4daea6385e965c1e1f
4725,Jeff Wahl,India,140.0,120.0,https://p.scdn.co/mp3-preview/9fd50c73d827f9cd8eeb9e9863e7939a7780a6dc?cid=783e5bc2e5034e4daea6385e965c1e1f
4726,Solitaire,Blue Lights Flashing,1000.0,30.0,https://p.scdn.co/mp3-preview/5630b9b4a59efa739f05654c9b719ad5f624c351?cid=783e5bc2e5034e4daea6385e965c1e1f
4728,Circular,Calm,240.0,80.0,https://p.scdn.co/mp3-preview/9578311b9f2fe223d2a6075bef68bfe8d5409905?cid=783e5bc2e5034e4daea6385e965c1e1f
4729,Bullethole,Now I Know - NORMAL,770.0,270.0,https://p.scdn.co/mp3-preview/48c085c84214102a1b3a5c3205113873f856fd4c?cid=783e5bc2e5034e4daea6385e965c1e1f
4731,Tracy Byrd,Just Let Me Be In Love,800.0,420.0,https://p.scdn.co/mp3-preview/b3eff1f1b619ed592d5a90fef5f1526f130be070?cid=783e5bc2e5034e4daea6385e965c1e1f
4732,Vrse Murphy,Wrong Decision - Instrumental,420.0,610.0,https://p.scdn.co/mp3-preview/fbad2bcabe3f86d9adcb08d1fd5f3bb8cc3cfcd8?cid=783e5bc2e5034e4daea6385e965c1e1f
4733,Nerf Herder,Golfshirt Pt. 2,650.0,460.0,https://p.scdn.co/mp3-preview/9ef4d44f34c3efae5cee51aeddfd9219164dfa66?cid=783e5bc2e5034e4daea6385e965c1e1f
4734,Yggdrasil,Nordmark,790.0,160.0,https://p.scdn.co/mp3-preview/1ebed66b4278d1aa109b978daf97beba21158bdc?cid=783e5bc2e5034e4daea6385e965c1e1f
4735,Shaggy,Criteria,780.0,650.0,https://p.scdn.co/mp3-preview/030bbfeba901913f3f8586e67467af8f77812ece?cid=783e5bc2e5034e4daea6385e965c1e1f
4736,Los Fabulosos Cadillacs,Carnaval Toda La Vida,980.0,720.0,https://p.scdn.co/mp3-preview/406333750eb874be43bfb885173338d8df5dc0b7?cid=783e5bc2e5034e4daea6385e965c1e1f
4737,Anthony Watson,Missing You,490.0,470.0,https://p.scdn.co/mp3-preview/9dabb89b541990e3a07c6f83a2c584561a063806?cid=783e5bc2e5034e4daea6385e965c1e1f
4738,FU-Schnickens,Visions (20/20),760.0,530.0,https://p.scdn.co/mp3-preview/063e516dfe1ecda49b71f1eaba67d3478abea825?cid=783e5bc2e5034e4daea6385e965c1e1f
4739,Sugar Minott,A True,440.0,630.0,https://p.scdn.co/mp3-preview/a0e129bbf57e7e2b5a026da318a6dc333565e5ff?cid=783e5bc2e5034e4daea6385e965c1e1f
4740,Birmingham Jubilee Singers,Rollin' Down To Jordan,230.0,670.0,https://p.scdn.co/mp3-preview/d8e4aa5049eeab5c87067dbf4b6bd0aad9d9c981?cid=783e5bc2e5034e4daea6385e965c1e1f
4741,Valient Thorr,Problem Solver,900.0,770.0,https://p.scdn.co/mp3-preview/ee2ff89437a7ca9ab9790b1afea75f5b6b568c91?cid=783e5bc2e5034e4daea6385e965c1e1f
4742,Lizzy Borden,Psychopath,930.0,600.0,https://p.scdn.co/mp3-preview/96716dd8095f11e564880e3cafc8a0785937599d?cid=783e5bc2e5034e4daea6385e965c1e1f
4743,Northern State,Last Night - Explicit Album Version,750.0,610.0,https://p.scdn.co/mp3-preview/05ec5bd4c0c0f9137a2c973a49d2e8e8a30dfa33?cid=783e5bc2e5034e4daea6385e965c1e1f
4746,Patience Dabany,Abagui alobi,960.0,800.0,https://p.scdn.co/mp3-preview/6bb10d585c417c01bea5886a98b89f3ed7a3d9b0?cid=783e5bc2e5034e4daea6385e965c1e1f
4747,Patrick Saint-Eloi,Mo lanmou,380.0,390.0,https://p.scdn.co/mp3-preview/eb9f32e1534d74502c03a25ce720caab44498e86?cid=783e5bc2e5034e4daea6385e965c1e1f
4749,Vince Guaraldi,Room At The Bottom,20.0,180.0,https://p.scdn.co/mp3-preview/aed2291b5b7fa115d16a59816c917396c5b7b8ee?cid=783e5bc2e5034e4daea6385e965c1e1f
4750,Aerosmith,Milkcow Blues,750.0,560.0,https://p.scdn.co/mp3-preview/e295f77ceb7bf2011b1bbe1cffa53ba9622461f5?cid=783e5bc2e5034e4daea6385e965c1e1f
4751,The Mighty Mighty Bosstones,Do Somethin' Crazy,860.0,780.0,https://p.scdn.co/mp3-preview/73d04a5ec4202957ed1bdf854235b66182a314b2?cid=783e5bc2e5034e4daea6385e965c1e1f
4752,Tina Ann,Rules of Attraction (Chris Cox),920.0,670.0,https://p.scdn.co/mp3-preview/7770739c4465c92761a63af142eb4a086456d196?cid=783e5bc2e5034e4daea6385e965c1e1f
4753,Chet Atkins,Knucklebuster,530.0,550.0,https://p.scdn.co/mp3-preview/2b1069e69b26734e019da5eff82ccd3bcb5d0491?cid=783e5bc2e5034e4daea6385e965c1e1f
4755,Jk,Go on (Original Club Mix) - Jk Vs. The Angry Kids,610.0,710.0,https://p.scdn.co/mp3-preview/244728b001ee6e460ea5256d47cec690f927ef8e?cid=783e5bc2e5034e4daea6385e965c1e1f
4756,Themselves,Oversleeping,940.0,680.0,https://p.scdn.co/mp3-preview/a6c49549106ccbc51814ceb7627b5ce0d88a3c3e?cid=783e5bc2e5034e4daea6385e965c1e1f
4757,Niraj Chag,Eeshwar,300.0,910.0,https://p.scdn.co/mp3-preview/cd28d6c27b0e9a04f58b415ce2ba068d5c8dc4b2?cid=783e5bc2e5034e4daea6385e965c1e1f
4758,EA Games Soundtrack,Addison Faceplant,480.0,60.0,https://p.scdn.co/mp3-preview/159d4237c7a6bcf1463c131d0696b47c470d4b8b?cid=783e5bc2e5034e4daea6385e965c1e1f
4761,Streetwize,Little Things,720.0,540.0,https://p.scdn.co/mp3-preview/bf02d3da9aabd462c2188db24bc5a56f604c2a35?cid=783e5bc2e5034e4daea6385e965c1e1f
4762,Chris Rea,Josephine,470.0,660.0,https://p.scdn.co/mp3-preview/c7d11b40cf0b309d4fcb8dc807e0d03ae3fe3c3c?cid=783e5bc2e5034e4daea6385e965c1e1f
4763,Pitch Black,Harmonia - Deep Seed's Beware of the Dubmonster Mix,240.0,40.0,https://p.scdn.co/mp3-preview/9ca819a2c024879c65e52f8360018e1e1701aa4c?cid=783e5bc2e5034e4daea6385e965c1e1f
4764,Bodeans,Back Then,780.0,570.0,https://p.scdn.co/mp3-preview/ff3489aef146de620234156aac6a5b3e7e879103?cid=783e5bc2e5034e4daea6385e965c1e1f
4765,Various Artists,Hardcore From The Underland,950.0,170.0,https://p.scdn.co/mp3-preview/c24434b6b12e6f328fc31c94354a4cfc4e13826c?cid=783e5bc2e5034e4daea6385e965c1e1f
4766,Dark Distant Spaces,Remote Control,670.0,700.0,https://p.scdn.co/mp3-preview/8f57f6d0d34efb699fb6f97d93b34bc55a3341a1?cid=783e5bc2e5034e4daea6385e965c1e1f
4767,Mint Condition,Call Me,530.0,720.0,https://p.scdn.co/mp3-preview/74bc7f449774680e47104ca18171aa3fd8a446b7?cid=783e5bc2e5034e4daea6385e965c1e1f
4768,The Twinkle Brothers,I Won't Lie,550.0,940.0,https://p.scdn.co/mp3-preview/f3bd1fe4d44e9058f42657c2c3cdf203b4223f1e?cid=783e5bc2e5034e4daea6385e965c1e1f
4770,Fast Eddie,Put On Your Rubbers,940.0,610.0,https://p.scdn.co/mp3-preview/c4e5d89a4cd1f57c89df0f5d6c326fb56af6735e?cid=783e5bc2e5034e4daea6385e965c1e1f
4772,Black Debbath,The Four Big Ones (Essential Authors and Works),680.0,350.0,https://p.scdn.co/mp3-preview/c36cd5154ccbb253c267f5a98ed4d539d9b10bcc?cid=783e5bc2e5034e4daea6385e965c1e1f
4773,Serge Desaunay,La polka des grenouilles,700.0,700.0,https://p.scdn.co/mp3-preview/fd9749f68eb07c61b9abf9654a042ecb399a8f0d?cid=783e5bc2e5034e4daea6385e965c1e1f
4774,Los Cumbieros del Sur de Emiliano Gallardo,El Gatito,920.0,940.0,https://p.scdn.co/mp3-preview/daf757b06f53bb3af397ca9f13ee859aa61c3dcd?cid=783e5bc2e5034e4daea6385e965c1e1f
4775,Papa Wemba,Abu Pia,730.0,910.0,https://p.scdn.co/mp3-preview/659b6142df9f4f4106dd49a3b2ee47ecaa0f72d6?cid=783e5bc2e5034e4daea6385e965c1e1f
4776,Unwritten Law,Superman,990.0,310.0,https://p.scdn.co/mp3-preview/b3cdcf57a3f6fd43cb6404ac8247af1a2e540d31?cid=783e5bc2e5034e4daea6385e965c1e1f
4777,The Even Dozen Jug Band,The Original Colossal Drag Rag,750.0,960.0,https://p.scdn.co/mp3-preview/67f503e5a9bf60eda5e61827fbf2095f2095b18b?cid=783e5bc2e5034e4daea6385e965c1e1f
4778,Various Artists,The People You Care For,300.0,40.0,https://p.scdn.co/mp3-preview/afb205309f6c2005bb4466426c05933087bfce76?cid=783e5bc2e5034e4daea6385e965c1e1f
4779,Home Free,"Woman, Amen / Female",630.0,400.0,https://p.scdn.co/mp3-preview/43dd2572a94ebb53bd3584d97891060c55a0934a?cid=783e5bc2e5034e4daea6385e965c1e1f
4780,Emit,Gum,890.0,300.0,https://p.scdn.co/mp3-preview/3dc6e96fc9861da688ae4f54ecbc7f8a03307e4a?cid=783e5bc2e5034e4daea6385e965c1e1f
4781,The Lil' Band O' Gold,Shirley,750.0,880.0,https://p.scdn.co/mp3-preview/2fea0710d73567d45b9f8237179b0e1fc42ce227?cid=783e5bc2e5034e4daea6385e965c1e1f
4782,John Frizzell,Anatomy of a Contest,200.0,840.0,https://p.scdn.co/mp3-preview/72078d292e7637adb048b2faf12076895d09d254?cid=783e5bc2e5034e4daea6385e965c1e1f
4783,Annie Lennox,Little Bird,520.0,670.0,https://p.scdn.co/mp3-preview/f9424d6ccdf96c210527565a0f3918d852570290?cid=783e5bc2e5034e4daea6385e965c1e1f
4784,Tree,Proletariat,920.0,260.0,https://p.scdn.co/mp3-preview/48a631a62ae4df3556942baad68bb273ae86694d?cid=783e5bc2e5034e4daea6385e965c1e1f
4785,Goose,Bring It On,920.0,660.0,https://p.scdn.co/mp3-preview/eeffa8437c1665dd174c76b022e77b9fda2bbcc9?cid=783e5bc2e5034e4daea6385e965c1e1f
4786,Remmy Ongala,Karola,760.0,900.0,https://p.scdn.co/mp3-preview/b26564915049bb949ad8d8c259955df686492ee3?cid=783e5bc2e5034e4daea6385e965c1e1f
4787,The Black Crowes,Roll Old Jeremiah,510.0,770.0,https://p.scdn.co/mp3-preview/f88bbb6b74c5463475b4ec6ed03a85b109e271cd?cid=783e5bc2e5034e4daea6385e965c1e1f
4788,Leo Dan,Con Un Poquitito De Suerte,470.0,180.0,https://p.scdn.co/mp3-preview/6bac0685ad602fbb7951455e0ed132eca8cb22ef?cid=783e5bc2e5034e4daea6385e965c1e1f
4790,Casual,Turkey And Dressin,840.0,740.0,https://p.scdn.co/mp3-preview/41ada7be1349168cf22f6d6df3eaa3ed4dda5407?cid=783e5bc2e5034e4daea6385e965c1e1f
4791,Rockabye Baby!,Desire,470.0,500.0,https://p.scdn.co/mp3-preview/bf7927f0621991167a2d1fe302459b0f5be6ae66?cid=783e5bc2e5034e4daea6385e965c1e1f
4792,Mudhoney,New Meaning,840.0,240.0,https://p.scdn.co/mp3-preview/75ae41d351947acf0411245ba313d2fe0bbf796b?cid=783e5bc2e5034e4daea6385e965c1e1f
4793,Winifred Phillips,Misty Bog,280.0,130.0,https://p.scdn.co/mp3-preview/d2e4cbc78b9de9007d5d9422e75396981b47822d?cid=783e5bc2e5034e4daea6385e965c1e1f
4794,Roj,Clear Channels,720.0,810.0,https://p.scdn.co/mp3-preview/63f4d20e1d1d926f378bebe770a912dd9f6d1677?cid=783e5bc2e5034e4daea6385e965c1e1f
4795,The Ms. Fits,We Bite,840.0,760.0,https://p.scdn.co/mp3-preview/4a8f8885b11fc8c1a48b31eef5a53f2c66b9885c?cid=783e5bc2e5034e4daea6385e965c1e1f
4796,The Beatnuts,Spelling Beatnuts with Lil' Donny,800.0,650.0,https://p.scdn.co/mp3-preview/95dc0411a2404edb68a7a075e9564e8e31061caa?cid=783e5bc2e5034e4daea6385e965c1e1f
4797,Wyclef Jean,Guantanamera,430.0,380.0,https://p.scdn.co/mp3-preview/05555fbda6af9885cb381766ac018f833cd41b03?cid=783e5bc2e5034e4daea6385e965c1e1f
4798,Shakira,Objection (Tango),860.0,700.0,https://p.scdn.co/mp3-preview/bf65095d5ce583587a0a6a8171f11541c2039cf0?cid=783e5bc2e5034e4daea6385e965c1e1f
4799,Hushabye Baby,These Days,160.0,690.0,https://p.scdn.co/mp3-preview/07712718d6103ec98ee77ed5d603a4d28c787d26?cid=783e5bc2e5034e4daea6385e965c1e1f
4800,Swallow The Sun,Doomed To Walk The Earth,440.0,30.0,https://p.scdn.co/mp3-preview/904b9a7ebca6209ce684b36f56efab2c3baa516d?cid=783e5bc2e5034e4daea6385e965c1e1f
4801,Mance Lipscomb,Ballad of the Boll Weevil - Take 10; Remastered Version,100.0,550.0,https://p.scdn.co/mp3-preview/a2c6a11dce2a9627eb4f742372388c503d657cb4?cid=783e5bc2e5034e4daea6385e965c1e1f
4802,Maximilian Hecker,Polyester,340.0,60.0,https://p.scdn.co/mp3-preview/955fea76d358d2797052daaae899115790f8b75c?cid=783e5bc2e5034e4daea6385e965c1e1f
4804,White Willow,The Dark Road,500.0,140.0,https://p.scdn.co/mp3-preview/fb4f79e79d91d7b1d2c456478ceb9d1206d52ea2?cid=783e5bc2e5034e4daea6385e965c1e1f
4805,Melvins,Nude with Boots,720.0,660.0,https://p.scdn.co/mp3-preview/23f9baac5463807f09d90e4036ae62a090c143f0?cid=783e5bc2e5034e4daea6385e965c1e1f
4806,Maria Forde,Waltzing Matilda My Darling,300.0,360.0,https://p.scdn.co/mp3-preview/083fc0b585945f68eef9c56563d4fe81a76abb7d?cid=783e5bc2e5034e4daea6385e965c1e1f
4807,Colin James,Better Days,500.0,870.0,https://p.scdn.co/mp3-preview/a0513c25ac2a401401f2a99f754007b8922975b7?cid=783e5bc2e5034e4daea6385e965c1e1f
4808,Shadows Fall,Crushing Belial,880.0,330.0,https://p.scdn.co/mp3-preview/b154f64b3a91e0dedb1d9b1453a4d65d2ebcee48?cid=783e5bc2e5034e4daea6385e965c1e1f
4809,DJ Nasty,Apologize,920.0,790.0,https://p.scdn.co/mp3-preview/af7a463ccfb2dfd1804a99d29410db36095a5b58?cid=783e5bc2e5034e4daea6385e965c1e1f
